Gata2,Gata1,Fog1,EKLF,Fli1,SCL,Cebpa,Pu.1,cJun,EgrNab,Gfi1,labels
0.9889629,4.608983,2.198274,1.3869473,-2.0816429,2.6441233,-0.9152722,6.568183,8.585663,-2.0806735,5.594376,blobs
0.79697245,1.5527183,9.286501,-8.942571,-7.769816,-10.238026,7.7044897,5.6767635,6.83566,9.431701,5.613463,blobs
0.9482203,4.5730057,2.2969384,0.83583885,-1.2744191,3.7797303,-0.89174765,7.9983597,9.33564,-2.8375063,5.3208523,blobs
1.4919046,1.6988717,8.335955,-7.7685156,-8.801547,-10.8592005,6.47383,6.037123,7.618684,9.436502,6.3328543,blobs
0.89504063,1.4083925,7.6703296,-8.407256,-7.903835,-8.998925,6.916091,6.066487,6.534079,9.385661,5.9119163,blobs
0.8413295,4.9373527,2.1471443,0.51450884,-1.7466958,2.1996117,-0.70535713,7.14491,8.813051,-2.4113128,5.8356776,blobs
0.7939233,4.382139,2.3445282,1.0724909,-1.908976,2.1989865,-0.56598985,7.4907355,8.947108,-2.5917642,4.912966,blobs
0.38392678,4.784134,2.719799,0.4889171,-2.2275777,3.4331014,-2.2719176,7.2221494,9.756978,-2.358846,5.7025323,blobs
0.9191025,4.6755643,2.1604471,0.89469993,-0.843874,3.6954393,-0.94159263,7.6924806,10.02171,-1.7396098,6.193949,blobs
0.68142116,4.167521,2.4240284,1.114223,-1.6319984,3.5782795,-1.8942564,7.576121,9.1315565,-1.9229022,5.8356934,blobs
1.459423,4.408903,1.7127191,0.5429031,-1.1550039,3.2139568,-1.64149,7.2472234,8.632852,-1.5003437,5.800528,blobs
0.1833438,4.819447,2.0870128,0.7869684,-1.6086035,2.8397305,-1.4026573,7.9347963,9.18611,-2.909066,6.043028,blobs
-0.7142622,0.7725674,8.997534,-9.19929,-7.9181285,-9.205331,7.117902,5.6785364,6.9241495,9.043898,5.9882236,blobs
1.2452378,2.198258,8.393493,-8.75713,-9.273663,-9.81705,6.9881186,6.1053157,7.5384774,9.514593,6.477358,blobs
1.5337324,4.310662,1.1329169,0.7171071,-1.2224228,2.1221583,-1.2466446,7.306723,8.995263,-2.3178005,5.9262257,blobs
0.888936,1.7913779,7.666434,-8.924495,-7.542968,-9.092581,6.664793,5.81376,8.456253,9.823766,5.372767,blobs
1.0891904,4.029038,1.5059822,2.0580635,-1.4683586,3.1849828,-1.0893133,8.052864,9.543303,-1.9649576,5.6468897,blobs
0.5672967,0.30971593,8.082692,-8.024193,-8.384701,-9.716445,6.9375196,5.8334026,8.26988,9.887989,5.763029,blobs
0.35595778,4.415019,2.0110798,0.9468526,-1.3361958,2.9516284,-1.2400867,7.9776173,9.480955,-2.846911,5.119505,blobs
0.56694275,1.067282,8.190507,-8.872453,-8.480849,-10.105075,7.001102,5.211377,7.0927324,9.816712,5.92919,blobs
1.020649,0.3923805,8.437191,-8.122336,-8.386361,-9.5412245,5.9046917,5.323118,8.3146305,9.178333,5.262855,blobs
0.71874666,1.8186929,8.117502,-9.220802,-8.614319,-8.928856,6.270444,4.795656,7.9786334,9.316277,5.758667,blobs
1.015831,4.7290525,1.6357055,0.39177662,-1.48442,2.1146624,-1.9347825,8.768802,9.651989,-2.3361979,6.453504,blobs
0.47816375,3.694818,1.9027857,1.4121314,-1.5630475,2.6175535,-0.47213417,7.9789124,8.112958,-2.1725893,6.094521,blobs
0.9666087,4.8341446,1.6252031,-0.09697107,-2.297183,3.0748951,-1.0618178,8.278606,9.2456255,-3.0813339,5.4252486,blobs
0.052656185,0.75223184,9.247438,-8.245749,-8.244545,-10.056202,6.3836846,5.5446124,7.851043,9.884515,5.980664,blobs
-0.15560034,1.2285004,7.9958935,-8.761497,-8.365851,-9.958273,5.955512,5.9324875,7.5249166,9.8466425,6.5506206,blobs
0.21096195,4.467599,2.1948657,0.70913804,-1.5248165,2.1761365,-1.9881536,7.9028034,8.939394,-2.3369474,6.254246,blobs
0.20855688,1.5261071,8.48303,-8.59457,-7.7867675,-9.894874,6.1622195,5.6666455,7.072732,9.638375,6.3781824,blobs
0.74089885,4.4401855,2.4642563,0.75820655,-0.81112015,3.6489894,-1.4626068,7.5165396,8.441169,-2.3944542,5.652782,blobs
-0.08451529,1.0364133,8.491793,-8.7825985,-8.297043,-10.186684,6.2943077,4.742358,6.95523,9.919456,5.8760676,blobs
2.220491,5.151772,2.1261709,1.8143814,-1.3490523,2.679239,-1.015066,7.788264,8.781696,-2.7803307,6.2355266,blobs
0.5733529,1.2812558,7.823346,-7.9996233,-8.486095,-9.5749855,6.5102406,5.5863276,7.9090095,9.875202,5.757228,blobs
0.8234453,1.1781949,8.426131,-8.063449,-8.187161,-10.023174,6.6462693,5.446324,7.2596684,10.162034,5.6558275,blobs
0.4507353,0.7787806,8.640298,-8.490843,-8.594475,-9.622833,6.244017,5.8644667,7.4788265,9.664784,6.3454833,blobs
1.1932396,4.211992,2.217867,-0.39903063,-1.4782785,3.124839,-1.3478959,8.1701565,9.642559,-1.6790627,5.8869066,blobs
0.6119705,1.0261055,8.534618,-8.389393,-8.495196,-9.72038,6.569167,5.711004,7.965502,9.237704,6.386162,blobs
0.37482592,3.4868894,2.5033512,0.77683705,-1.4475781,3.5069768,-1.8583144,7.364687,9.400613,-3.2432094,5.5451465,blobs
1.1293721,2.1925063,8.974866,-8.349721,-8.463587,-10.240498,6.9475265,5.4171047,8.399056,9.32009,6.1232104,blobs
0.31077936,1.2815294,8.7012615,-7.767997,-9.46017,-10.078996,7.0052824,5.6715736,6.4732895,8.916323,5.4005113,blobs
0.52203685,0.4175912,8.479295,-9.003485,-7.799517,-10.03614,6.314052,5.599012,7.35306,9.131859,6.740134,blobs
0.8488119,1.0130545,9.594019,-8.310352,-8.091092,-8.967158,6.7752066,4.5804043,7.2031317,9.252724,5.814518,blobs
1.0079011,4.3820405,2.171358,0.59900564,-1.6458648,2.2058518,-1.4949157,7.564029,9.48128,-2.9092607,6.2251,blobs
0.3116018,4.033264,2.0095487,0.123428136,-0.8711904,2.9086678,-1.4099001,7.9535728,8.896964,-2.308613,7.54827,blobs
1.5349227,4.0443373,1.6784153,0.96650857,-1.6303763,2.5788345,-0.87126005,8.368117,9.765914,-1.9477098,6.0358133,blobs
1.0241429,1.7989486,8.357142,-8.839081,-8.91085,-8.835833,6.7588277,6.346384,7.27079,10.428111,5.072763,blobs
0.045258883,-0.1737122,7.6502557,-8.47201,-8.295498,-10.421879,5.7228427,5.566357,8.122003,9.791761,5.568414,blobs
1.3987925,0.6982446,8.573703,-8.545813,-7.6107087,-9.011092,7.4074764,4.7534733,8.08882,9.856325,5.0638347,blobs
1.1379484,3.6190917,1.6721038,1.5384194,-0.5697892,2.0849042,-0.43493098,7.729741,9.265753,-2.3878756,6.374773,blobs
0.41254386,2.0400822,8.542361,-7.576333,-8.216585,-9.635237,6.699381,5.7628884,8.174898,9.718796,5.929814,blobs
0.7483574,5.0168667,2.523332,1.2368537,-1.1105787,3.0814154,-0.43245706,8.02434,9.393188,-2.2516904,5.9309325,blobs
1.426632,4.7494693,1.7777044,0.8114225,-2.2577732,2.143484,-1.1849713,8.231963,9.592267,-2.1611574,6.2660093,blobs
0.88267815,5.070177,2.7899468,0.97513735,-1.3378228,2.4739895,-2.238654,7.661504,9.35143,-1.7160243,6.435691,blobs
1.6567491,1.0762484,8.806426,-9.005234,-8.527724,-9.771261,7.582,5.6166987,7.4943037,8.852978,6.097095,blobs
0.26526612,1.4896892,7.7736826,-8.359464,-8.514119,-9.614085,7.269429,5.578682,7.0729322,10.065581,5.9603925,blobs
0.64003986,4.1240106,1.6486944,0.03452236,-1.4381909,2.716992,-2.063355,8.066852,8.819606,-2.305197,6.199046,blobs
0.6289283,2.6349475,8.293971,-9.2005825,-8.271263,-9.508099,5.5931716,5.4085507,7.2160354,9.387985,5.6680584,blobs
0.7526867,1.244383,8.659027,-8.979782,-8.877761,-9.540012,6.701478,4.975924,7.1245275,9.39733,6.341063,blobs
0.8698999,3.856054,2.2487187,0.6422611,-2.1172202,2.9037912,-1.0340898,7.8687186,9.424491,-2.6483307,5.65313,blobs
0.54799545,3.5329936,3.3524797,0.69564754,-2.2577703,2.5761623,-1.0644833,7.930616,8.84739,-1.4198078,5.573711,blobs
0.8260307,4.126273,1.1090866,0.80875707,-1.401405,3.4452612,-0.7682319,7.6272106,9.134844,-1.769217,5.747769,blobs
0.45597047,4.1459856,2.3669944,1.3429995,-1.2704456,1.6472628,-1.7322968,8.073994,9.09528,-1.0610539,6.29778,blobs
1.8243608,4.2963586,2.4659705,1.2329489,-1.8806568,2.9377656,-2.031753,7.6098084,9.406099,-1.9696194,5.846807,blobs
-0.28712407,1.054873,9.094867,-8.18684,-8.524106,-8.910536,6.3491974,5.108798,8.5426855,9.91652,6.3143697,blobs
0.48876676,1.0248257,7.783065,-9.000043,-8.503628,-9.648361,6.98175,5.8770146,7.501596,9.058059,6.083101,blobs
0.6941196,4.7871714,2.3093014,0.51993227,-2.1275048,3.1795132,-1.5170474,7.885062,10.061404,-2.0800054,5.403367,blobs
0.7212553,5.0000467,2.5740604,0.90705955,-1.8237927,1.9119421,-0.95340395,7.387275,8.291889,-1.5387594,6.1584845,blobs
1.163339,4.9589195,1.9213936,1.0042518,-2.1285257,3.506898,-1.1939317,7.8575244,9.442413,-1.6077735,5.7272534,blobs
1.2091013,3.5356655,2.7993937,1.8456082,-0.93751425,2.82792,-1.783632,8.362686,9.071667,-1.7199471,5.938638,blobs
0.65879375,0.9436322,8.848368,-8.407684,-8.829475,-9.618576,6.7947392,6.5673556,7.4481335,9.102162,5.82504,blobs
0.64817303,1.7836643,8.433089,-8.183577,-7.977258,-9.284334,6.327641,6.3660216,6.671985,9.4927435,6.455808,blobs
0.25370672,1.4539273,8.534287,-8.925615,-7.5104237,-9.923159,6.7773323,4.9610095,7.2725983,10.1135,6.004456,blobs
1.2934635,5.1184254,2.1247995,0.46882856,-2.1515732,2.5629897,-0.8959344,7.913255,9.7416525,-1.9460042,5.9049063,blobs
0.43827915,1.267075,8.245663,-8.315854,-8.053041,-8.789883,6.560361,5.4721045,7.2233453,9.624332,5.758681,blobs
0.6504453,1.331537,8.855167,-9.1001625,-8.109243,-8.1202345,5.6898627,5.4914565,6.807056,9.6657,6.462903,blobs
0.3010772,1.5290183,9.046829,-7.7815766,-7.653638,-9.3269415,6.147835,4.8803587,7.2990522,8.867774,5.590779,blobs
0.9573132,1.0059261,8.587506,-7.917733,-8.721327,-8.642333,6.1363096,5.4744544,6.5750537,8.303111,6.488217,blobs
1.2466569,3.3947484,2.0306056,1.0171804,-2.027069,3.7548752,-1.1674762,8.617163,8.877994,-2.7848196,5.9466267,blobs
0.13566098,3.8593016,2.1763265,0.45330355,-1.0585328,3.624046,-2.4330492,8.267487,8.153453,-2.1304202,6.446936,blobs
1.2129154,4.6807203,1.6111734,0.78687644,-1.3147777,2.4933457,-0.43350574,7.446846,9.123254,-2.834449,4.762847,blobs
0.7251981,0.26805145,8.908121,-9.3918,-7.887499,-9.088497,7.131501,4.25545,7.0361776,9.943616,5.942099,blobs
0.890203,1.3246181,8.823608,-7.983191,-7.521648,-9.199647,6.230018,5.6252074,7.043291,9.342155,5.7453303,blobs
1.3681424,5.2544575,1.7927978,1.0348722,-2.0768895,2.715706,-1.6159036,7.5184655,9.07653,-2.3298109,5.8456073,blobs
0.4804559,4.4052277,2.678615,1.2480037,-1.1785787,2.814395,-1.5299104,8.174083,9.257299,-2.4179738,6.2836213,blobs
0.28879443,3.9819782,0.94356596,1.2102793,-2.3279328,2.3656907,-1.2221732,7.4656787,10.044763,-2.9775982,5.968026,blobs
0.49118426,1.8310332,8.1232,-8.198831,-7.5565376,-8.979805,7.152976,5.074109,7.739221,9.537635,5.4544907,blobs
-1.1182516,1.4387882,9.2719345,-8.318237,-8.510944,-9.547393,6.0649867,5.501989,7.1863885,9.146009,6.1859975,blobs
0.6414515,0.9552179,8.632843,-8.92265,-7.6470466,-9.801066,6.2110124,5.290321,7.593643,8.957121,6.316686,blobs
0.8635117,0.9659142,7.740554,-8.962945,-9.442225,-9.725912,6.7168756,4.959302,7.127521,10.349009,6.036817,blobs
0.41832158,4.687119,2.233414,0.013394435,-1.3491632,3.3251421,-1.218793,7.7429333,8.869431,-3.054437,6.2346497,blobs
0.50259906,1.0003592,7.5414915,-8.529326,-7.6164956,-10.080671,7.275085,5.9115705,7.367967,9.043447,5.74856,blobs
1.6313683,4.349506,2.0603964,1.7983882,-1.0532919,2.903235,-1.3944252,7.7386913,9.861871,-1.8111737,5.027789,blobs
1.7296704,4.1072493,2.2021546,0.45939773,-0.9684087,2.7811043,-1.2937721,6.920972,9.471243,-1.4254168,5.399962,blobs
0.50532246,1.6118876,8.858097,-8.073141,-8.278502,-9.284627,6.448629,5.1374116,7.231151,9.956851,6.2864203,blobs
0.8869755,3.5285726,2.263927,0.4254794,-1.4078524,2.2149007,-1.5432847,7.7802153,8.442905,-2.2735956,5.644927,blobs
0.8092448,2.5517344,7.9074397,-8.7887125,-8.650075,-10.677908,7.2246876,5.087884,7.782305,10.232112,5.923009,blobs
1.3082526,4.7148256,1.9486599,0.2748346,-2.1124992,3.2137458,-1.486368,6.9791455,9.579731,-2.2663925,5.1315174,blobs
0.79885375,0.77163285,8.444914,-8.767204,-8.199137,-10.164124,7.1385446,5.6481104,6.8253617,9.293485,7.199449,blobs
0.1813422,1.486118,8.831389,-8.646197,-8.87319,-9.541259,7.8645244,5.8462915,6.569133,9.096544,6.0299215,blobs
0.5850866,4.616347,1.6484696,0.6368429,-1.5634638,2.2691925,-1.4107232,7.479807,9.079178,-2.3611336,5.434544,blobs
0.49283725,1.118786,8.347974,-9.243281,-8.141681,-9.097378,6.3783283,5.9260125,8.7316065,9.526462,6.3087764,blobs
0.39776143,4.6891236,1.9900477,1.8086212,-1.5647292,3.1283414,-1.1249547,7.5226817,9.769323,-1.3786378,5.827112,blobs
1.3271618,4.3404303,1.8243206,0.58441854,-0.6714857,3.62509,-1.2800865,7.0454946,7.8572493,-2.8728828,5.769191,blobs
0.35275748,0.6512742,9.237409,-8.862169,-7.485147,-9.802513,6.400331,6.2023997,7.869659,8.214227,6.2087417,blobs
0.73728305,4.0639596,2.3654466,1.2468922,-1.5250186,3.3838065,-1.0782733,7.827619,9.35372,-2.4264963,5.637076,blobs
0.61555445,4.079404,1.1831737,1.7279674,-2.2352057,1.5167809,-1.842468,7.5335402,8.698478,-1.7820178,5.765581,blobs
0.4073588,1.5902313,9.108337,-7.825471,-8.149449,-9.057532,5.9527187,5.817446,8.196456,9.551645,6.671142,blobs
1.7119311,5.1001725,1.9259812,1.0518293,-2.2159457,2.7618942,-1.668401,7.332044,10.114043,-2.727313,5.568698,blobs
0.29368863,5.2773366,1.8151464,0.6360382,-1.0162916,3.27223,-0.022640916,7.729857,9.213052,-3.0708277,5.6684494,blobs
0.50732994,4.5203414,1.8522967,1.2598479,-0.8342732,2.766333,-1.0277393,7.9248567,8.873544,-2.2107759,5.979061,blobs
-0.06723084,1.7556077,9.49239,-8.747048,-8.56122,-9.959253,7.078101,6.0073433,6.844581,10.141289,6.620946,blobs
1.3636299,1.8995486,8.917478,-9.695047,-8.307916,-9.889319,7.3148313,5.9834595,7.530796,9.969587,5.658363,blobs
1.9654565,4.2601233,1.7782851,-0.6055857,-1.5504869,3.333821,-1.2448251,8.397571,10.420696,-2.4178448,6.4501276,blobs
0.29399675,2.6945522,8.511899,-9.700004,-8.437428,-9.286885,7.133508,5.7984095,7.282341,9.911761,6.5599804,blobs
0.98020124,1.4883074,9.052758,-8.529745,-8.2035055,-9.682408,6.5172153,5.4578857,6.4698324,9.872503,5.822043,blobs
0.72023046,0.62427425,8.129384,-9.572609,-8.120162,-9.502292,7.024278,5.2005405,6.87048,9.411386,6.1897993,blobs
1.2344397,0.80734515,8.898412,-8.87232,-8.360333,-9.37383,6.547548,4.8370485,7.5531445,8.996107,6.255349,blobs
0.605194,3.833709,1.8570056,0.46951225,-0.89696634,3.0383806,-1.7344147,7.695236,8.683112,-1.8250855,6.526594,blobs
0.8093746,4.2937226,2.442779,1.1140825,-1.9312627,2.3658202,-1.6428069,7.8360844,9.193285,-2.7471483,5.5354257,blobs
1.8489124,4.0158195,2.8358169,0.33189404,-1.6750199,2.060854,-1.1686387,7.203596,10.10578,-2.1250334,6.103199,blobs
1.7251276,4.586421,1.1553819,0.3453186,-1.3233389,2.6036034,-1.4918015,8.284944,9.528692,-1.6740924,5.619896,blobs
0.68679893,4.009381,1.972191,0.20695783,-1.8332233,2.7272372,-1.8727303,7.670341,8.855851,-1.7134784,5.712599,blobs
1.0191916,4.056824,1.3520377,0.81025195,-1.186932,1.8363334,-1.4463173,8.962602,9.609573,-2.2012534,5.465908,blobs
0.6207494,0.49396074,7.6916323,-8.006598,-8.332711,-8.87991,6.9706903,5.529854,7.416408,9.29483,6.0320644,blobs
1.1387049,4.802346,2.0705683,0.86284286,-1.5011165,3.3515205,-1.6724161,7.672625,9.5084715,-2.175446,5.9542923,blobs
1.1002024,2.505705,8.390655,-8.218763,-7.1077237,-9.080484,7.4277573,5.015522,7.5180535,9.768352,6.265315,blobs
0.78283465,4.0486407,2.1472304,0.7049188,-2.327822,2.4742918,-1.7146503,8.45712,9.679592,-2.03754,5.5818214,blobs
0.7363114,2.0103765,8.34004,-8.399248,-7.683701,-9.181802,6.254966,5.402392,7.4752164,10.418119,6.605315,blobs
0.4942742,0.98674196,8.658368,-9.177444,-7.5078635,-10.251097,6.6104236,5.5910454,7.523439,9.542064,5.980282,blobs
0.08832608,5.138413,2.206262,1.2017418,-0.9694229,3.6345584,-1.0390568,8.053233,8.973643,-2.3146248,5.40742,blobs
1.0345019,0.983565,8.244444,-8.350958,-7.5026255,-9.709718,6.2072263,6.168021,6.767843,10.491458,5.49113,blobs
0.07142498,3.3740256,2.262421,0.9596435,-1.3899252,2.254693,-0.6787689,8.32688,8.889773,-1.7431395,5.7090397,blobs
0.47249264,4.587222,1.6970454,0.6445269,-1.7716452,3.299653,-1.8027922,7.931768,9.101546,-2.7547748,5.227739,blobs
1.1175067,2.0996227,8.374378,-8.797783,-7.908329,-9.91322,6.954235,6.4315996,7.1913257,9.584623,6.978018,blobs
1.5811951,3.600735,1.2528982,1.6270211,-0.45034412,3.1520348,-1.1918868,8.164094,8.949728,-2.2455478,5.8539553,blobs
1.8765014,3.7062354,2.3135211,1.1023111,-1.736445,3.1164353,-0.9984323,7.226118,9.396366,-2.7901618,5.5085726,blobs
0.3835769,1.0374953,8.422392,-9.355,-7.4521847,-9.313527,6.601178,5.2532325,7.365073,9.971264,6.4888954,blobs
1.0841119,1.2090211,8.4592285,-8.317394,-8.185926,-10.005006,7.0253124,4.5079517,7.9366546,10.438009,6.1628237,blobs
1.3657957,3.5489566,1.9165719,1.3820359,-1.8920826,2.5367014,-1.971726,9.145747,8.899519,-2.981343,5.4325757,blobs
1.2557005,1.6735538,9.349684,-8.724377,-8.371912,-8.833309,6.8469944,4.941663,7.4137926,11.062355,4.7987695,blobs
0.5979937,2.0455923,8.498361,-8.409852,-7.868412,-9.255777,6.4594812,4.8314624,7.1853404,9.603847,5.5473485,blobs
-0.072321534,1.3227217,9.227211,-9.240983,-8.476592,-9.967208,7.0983806,5.7950716,7.7090735,10.820576,6.797909,blobs
1.3182193,0.8174558,7.4794974,-9.035493,-9.252057,-9.148059,7.05788,5.9613204,7.781562,9.907318,6.6381683,blobs
0.32516432,0.48288074,7.78027,-8.313121,-8.657428,-9.011467,6.130013,5.5949206,7.232402,8.998543,6.0546613,blobs
0.82171285,4.187054,2.921628,1.2399142,-1.3414915,2.988913,-0.48825833,8.695254,9.738008,-2.0400574,4.787199,blobs
0.08080522,1.4455453,8.046076,-9.05646,-8.563717,-9.432394,6.251612,6.087408,7.009454,10.256108,5.4724584,blobs
0.975526,1.324855,8.14072,-7.9664516,-9.360108,-9.86095,6.736504,5.078712,7.55507,10.04242,5.901476,blobs
0.7867611,1.490083,7.9367185,-8.4147215,-8.234653,-9.279591,6.396973,4.83632,7.5378537,9.642261,6.1051173,blobs
0.8253448,1.3592868,8.360716,-8.948979,-8.51382,-9.113007,6.8907366,4.8775268,7.4996696,9.642348,6.807508,blobs
0.22494489,3.8510194,2.1877878,1.4625254,-1.3524022,2.9049773,-2.0294602,7.5267887,9.534002,-1.7906963,6.2791886,blobs
1.5761381,4.5318637,1.876478,0.9182048,-1.2301711,2.922975,-0.1491076,7.3401246,8.771921,-2.8196173,5.539711,blobs
0.9010073,1.2951058,8.42425,-7.9684873,-7.7441654,-10.481748,5.806194,5.0900245,6.95347,9.0131035,6.1192265,blobs
0.080606304,4.274494,1.8964959,0.08145201,-1.560471,3.6625602,-0.9876039,8.141423,8.602507,-2.0927205,5.9087257,blobs
1.4645896,4.4819703,2.408554,0.9029137,-0.6339688,2.9813383,-1.0472611,8.777036,8.599376,-2.966412,6.319199,blobs
2.0819223,3.4050593,1.5235511,0.5578671,-1.809063,3.0315552,-0.441131,8.339759,9.537054,-2.693134,5.274687,blobs
-0.048236515,1.430558,8.6940365,-7.57242,-9.2262125,-9.4375515,6.0222287,5.8024416,7.344119,9.956957,6.691264,blobs
-0.18455254,1.1418017,8.509237,-9.435321,-7.4046206,-9.190037,6.7270775,5.1954074,7.2437596,9.245659,5.4875584,blobs
1.4896704,3.5662072,2.5606143,0.5260499,-1.7245151,2.5049925,-1.2034458,6.882551,8.989212,-2.589048,6.466466,blobs
1.116299,4.9990544,1.2345933,0.8201457,-1.4938738,2.6699846,-0.6399669,7.666119,10.290636,-1.8040807,6.3099174,blobs
0.24160685,1.9476968,7.715818,-8.586103,-8.306587,-9.170693,6.404904,6.0975003,7.28331,9.521464,5.9086328,blobs
1.4163595,3.4547343,2.2489078,-0.23011845,-2.0381575,2.9371974,-2.0766134,7.342705,8.537337,-1.5071021,5.9166145,blobs
1.6040452,1.8535457,8.325513,-9.322396,-8.313245,-10.575439,7.1827474,5.958784,8.124565,9.29404,6.3859534,blobs
1.1769221,2.2600973,8.624272,-8.317737,-7.3890305,-9.341306,7.234916,5.9196954,8.060231,9.7279215,6.1326375,blobs
0.52467716,2.0489926,8.299374,-9.53307,-8.116046,-8.848005,6.5035977,5.190078,7.561465,8.868233,6.056193,blobs
0.4091664,1.3542062,8.964004,-8.843849,-8.055832,-9.176203,6.114303,4.8006487,7.4880996,10.01073,5.2306876,blobs
0.63710517,4.262143,2.8566992,1.1304582,-1.9629833,3.5062757,-1.3945528,8.684134,8.989954,-2.8328025,5.9218154,blobs
0.64641446,4.540791,2.418855,0.878211,-1.5492038,3.0479486,-1.283184,7.960517,8.762299,-2.9063885,5.4164453,blobs
0.5474059,1.7796496,8.430223,-8.167501,-7.7970977,-9.505251,5.9959126,5.482897,6.4472055,8.969056,6.3483806,blobs
0.9064878,1.7061304,8.991408,-9.740313,-8.978991,-9.792185,7.0443106,5.9846888,7.0864954,10.61247,5.051996,blobs
1.4509728,4.22216,2.01204,0.6824327,-0.9522143,3.0666394,-1.2262447,8.156987,9.567368,-2.2248762,6.6080165,blobs
0.5383046,1.0971432,8.74204,-8.778862,-8.294506,-10.13831,7.187075,5.3853207,6.8655043,10.888104,5.2766843,blobs
0.45094317,4.150811,1.8360302,0.7125816,-2.0065317,3.187047,-1.3194785,7.7352834,8.416232,-2.0843475,6.0780087,blobs
1.2234927,4.684483,2.090772,0.65089774,-1.5287154,2.6777387,-0.40657213,8.455823,9.171448,-2.1170235,5.751771,blobs
1.1555316,2.0460913,7.55074,-9.223709,-8.766806,-9.264824,6.2063775,5.83908,8.085908,9.957809,5.460762,blobs
1.3259603,3.7731762,1.944029,0.4682037,-1.5014268,2.0207677,-0.58502495,7.3531566,9.303203,-2.437431,5.4534435,blobs
0.8424033,3.7397816,2.1954885,0.40110186,-1.1060884,2.793153,-1.2235082,8.082378,9.594913,-3.1164813,5.731049,blobs
0.08816756,3.4874399,2.4221292,0.8456392,-1.0862916,2.8736956,-1.1144203,8.897223,9.97168,-2.5475833,6.021985,blobs
0.58912253,4.1690927,2.4679537,0.7485021,-1.9883157,2.192213,-1.2373271,7.8567295,10.038721,-2.2849457,5.7849965,blobs
0.49217704,4.719463,2.299254,0.43783832,-0.20543616,3.1879437,-0.10302224,8.635594,9.178838,-2.5373056,5.632771,blobs
0.41302723,1.3163701,8.223234,-8.211196,-8.753016,-9.533045,6.6889734,5.6351037,6.9263806,10.271982,5.8701096,blobs
0.94762945,3.5795538,1.2688693,1.5109956,-1.1937268,3.330945,-1.2771341,7.472104,9.164674,-2.263154,5.415345,blobs
0.9152976,4.473317,1.7604516,0.4497558,-1.2527399,2.967216,-1.1496652,8.364974,8.761973,-2.7587898,6.4631104,blobs
0.53238,4.7719865,1.7924472,1.0332488,-1.9276525,2.5942914,-1.0121322,8.300664,9.185597,-3.0421295,6.833479,blobs
0.6220775,4.2958975,1.8094025,1.3747585,-1.2548317,3.1414883,-1.5563164,8.068605,10.130671,-2.7472627,5.9206705,blobs
1.061236,1.480981,8.56209,-9.048675,-7.654505,-9.386146,6.6072717,6.1668224,7.444533,10.67727,6.49151,blobs
0.045324344,0.27906072,8.291752,-8.239206,-7.7248015,-9.417055,6.351918,5.916371,7.5024023,8.612014,5.369124,blobs
0.56837434,4.0500283,1.5293275,2.1462638,-2.6495647,3.1998866,-1.8905319,7.7832885,8.779254,-2.919984,5.2644024,blobs
0.9187164,4.532495,1.5729616,0.5063491,-1.5820986,2.390568,-0.83813184,8.067025,9.412803,-2.1617177,6.8450227,blobs
0.5078379,0.6441436,8.422392,-8.6408,-7.9883165,-9.062893,5.951737,4.899333,6.377085,9.991633,5.6397057,blobs
0.74651986,1.4303595,9.214905,-8.818456,-8.579873,-9.589057,6.633659,5.441328,7.8399453,9.765999,5.731044,blobs
0.7605629,4.1642966,2.3201845,0.527966,-1.714884,1.7317853,-1.9391283,7.779238,9.722187,-2.1836317,5.2851167,blobs
0.4969527,0.7475111,8.356614,-9.017709,-7.8676405,-9.692402,6.9261813,5.701541,6.7579575,9.5511875,6.8181133,blobs
-0.5194848,0.9842831,8.032142,-8.247586,-8.358594,-9.917147,6.245671,5.3923264,7.611163,10.01712,6.0019245,blobs
0.002432185,1.9540083,8.050332,-9.32269,-7.6130605,-9.847622,6.1877184,6.268843,6.747842,9.309386,6.0569177,blobs
1.4474273,3.3012247,2.4327924,0.19939604,-1.9066517,2.7925038,-1.295287,8.034243,8.761827,-2.9065156,6.1348033,blobs
0.8983726,1.8242369,8.904449,-8.465777,-8.232649,-10.422222,6.261987,5.9254575,7.7319274,9.053426,6.1566606,blobs
1.9491508,4.5892625,2.5914178,0.64580894,-1.8204122,2.7287931,-0.8218112,6.7614007,8.756673,-2.2800016,5.7224545,blobs
1.4814838,4.551877,2.3437455,0.3438402,-1.4094154,3.232382,-1.0912389,7.4629483,9.779386,-3.0949855,6.2988715,blobs
1.0481142,1.3747313,7.997071,-9.058876,-8.852938,-8.717875,6.6295,5.5554466,7.2290406,9.271135,5.2293663,blobs
0.40344295,1.6380175,7.7408123,-9.208044,-8.121663,-8.950518,6.5291266,5.7343745,6.8850265,10.454838,6.406951,blobs
0.7296629,4.6014376,2.6373434,0.7815167,-1.1624391,1.6283569,-1.7170105,7.6748304,9.028972,-2.1647706,6.341376,blobs
0.007044166,1.7588296,8.341841,-8.825354,-8.474895,-9.438736,5.988815,6.018445,6.3605,10.081261,6.1965084,blobs
0.93415844,4.5135493,2.5174844,1.1459713,-1.0208374,2.8958125,-0.43902612,8.121015,9.001409,-2.878117,5.9373994,blobs
1.2440253,4.104003,1.5887285,0.7782755,-2.0414605,3.4044223,-0.24987277,8.36206,9.4391,-2.413984,5.6319475,blobs
