Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,labels
-14,-4.5434103,-14,-5.6200085,-5.3604307,-5.7893434,-1.5492774,-1.3362864,-4.8339834,-0.91714835,0.55163884,-0.40191612,-14,-14,-14,-4.8657026,-14,-14,-3.946753,-14,-14,-14,0.000574435,-2.2529955,-1.3979356,-14,-14,-14,-4.605004,-14,-3.8768318,-14,-8.958395,-4.8327546,-4.579398,-6.8789034,-14,-14,-14,-14,-5.205803,-2.9518569,HF
-4.9648805,-14,0.8374994,-1.4148836,-14,-1.9297391,-0.057256844,-2.7367034,-3.0564392,0.67799187,-0.3601235,-0.32144913,-14,-4.691174,-5.054024,-3.9221961,-1.8629894,-14,-3.390991,-14,-3.832919,-5.017335,-0.09985782,-4.4316554,-2.817963,-4.997191,-0.35846582,-14,-2.4401116,-14,-0.6234747,-5.567748,-6.3660183,-1.8639708,-2.606354,-0.24651137,-4.865691,-14,-3.2584608,-0.2884678,-6.344274,-14,HF
-1.6128263,-14,2.2446063,-0.069855265,-2.9782543,-4.1722507,0.64977616,-2.7359943,-4.829655,2.5773742,0.4039088,0.6329614,-3.3802454,-6.0395,-2.989139,-3.5970767,-1.3942759,-14,-14,-14,-2.4530704,-4.0072103,0.078225315,-1.9650013,-0.5222011,-14,1.0856435,-14,-0.6834713,-6.871551,-2.408728,-2.081979,-7.153883,-2.1475813,-1.131381,1.222441,-1.9728168,-3.5703006,-2.5174541,0.25714567,-14,-14,HF
-3.069931,-14,2.869546,-0.85850894,-2.2884104,-2.0267103,0.5759942,-4.884612,-2.8484228,2.440028,0.69918895,-0.07483174,-14,-2.6134684,-1.5931779,-0.03479081,-1.2627748,-14,-4.223794,-14,-5.3483133,-3.1331975,0.09161731,-1.2761536,-1.4704205,-14,0.6855571,-3.0907986,-0.02060344,-5.5215344,-1.1205256,-5.3239675,-5.3740077,-0.3847744,-0.24758086,1.272612,-1.3328849,-4.0107794,-1.4951084,-1.4595842,-6.2471037,-4.6862483,HF
-4.2533965,-14,2.8570683,0.020237945,-1.7097412,-1.7464534,1.3891879,-1.907968,-2.1883426,3.052214,0.21858008,-0.78757274,-4.383689,-14,-1.6738508,-14,-1.5688128,-14,-14,-14,-2.237545,-3.0555205,-0.25694546,-1.4943247,-0.9568217,-14,-2.2128596,-4.751837,-1.0506314,-14,-4.343577,-6.8231673,-5.266084,-0.3999916,-14,-0.3921895,-14,-14,-3.3782136,-0.13938801,-14,-4.991788,HF
-2.7982554,-14,2.2733095,0.07107106,-4.1533914,-3.7235417,2.3337138,-14,-2.1963525,1.4766828,0.3912388,0.4750162,-1.4819489,-2.5436294,-0.40509114,-14,-14,-14,-3.024253,-14,-1.6815989,-4.1131654,1.293476,-1.3514758,-2.375341,-14,1.3531047,-14,-14,-14,0.25502217,-4.071264,-5.57287,-1.9180096,-2.4506564,0.55258465,-1.2658292,-14,-2.6018484,0.37292305,-8.520525,-14,HF
-2.1525946,-14,-0.067712314,-3.477393,-4.106626,-4.1273203,1.3794796,-3.425768,-2.7657125,-0.09986349,0.2506206,-0.33432552,-2.6215096,-14,-1.8493333,-0.013497042,-3.17405,-14,-14,-14,-1.2165508,-1.2235122,-2.063274,-0.6127043,-1.6151552,-14,-1.7152745,-14,-3.8469443,-14,0.0890373,-2.3844783,-8.654081,-0.9591992,-14,0.81412107,0.13318835,-14,-14,-2.3023753,-14,-14,HF
-3.4243736,-14,0.502455,-1.2226578,-2.8348792,-2.5860999,1.4909424,-14,-2.387059,2.2675145,0.18563649,0.03794036,-4.9976177,-5.677079,-0.14257509,0.09238538,-2.8640249,-14,-4.4001117,-14,-2.3592622,-14,0.04659155,-2.0855274,-1.0431073,-14,-0.30311307,-14,-3.0611422,-5.8937893,-1.338516,-4.5020776,-7.6293,-1.1164522,-4.329032,0.71570176,-4.247231,-14,-4.1689157,-0.6221947,-8.383795,-4.115557,HF
-3.4685118,-14,0.104265615,-0.91855824,-6.164307,-2.3412993,1.2828887,-7.5462646,-1.65711,2.0742862,0.32993293,-0.9318503,-14,-5.888889,-1.3128227,-4.486,-2.4784474,-14,-3.9402206,-14,-5.5990925,-3.5477035,-1.0345144,-4.7200904,-2.753877,-9.514559,0.006566598,-14,-14,-14,-1.2591189,-14,-6.3680925,-1.3468388,-3.18036,0.5791289,-3.962671,-14,-2.0279727,-0.7479643,-14,-4.0766177,HF
-1.8383576,-14,-14,-3.2919931,-14,-3.0449631,-0.44298634,-0.20831811,-3.194469,1.8450053,0.6198866,-1.3319831,-14,-14,-3.385986,-14,-2.2769415,-14,-3.9070437,-14,-14,-14,0.81759465,-6.2987275,-14,-14,-0.73000646,-14,-1.335557,-6.690941,-7.819666,-14,-5.803696,-14,-14,-3.430758,-3.2608607,-4.4292173,-1.7148161,-0.050561816,-5.4988565,-2.2384832,HF
-14,1.5825187,-14,-3.4615498,-14,-14,0.59338146,-14,-14,-14,-0.46943244,0.49654576,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-4.800763,-1.5919762,-14,-2.7164426,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,HF
-4.621491,-14,-14,-14,-14,-4.4851103,-0.56028634,-4.424891,-3.2523463,-14,0.9866153,-1.9468079,-14,-5.048575,-14,-14,-3.4778519,-14,-14,-14,-14,-14,-1.2948232,-4.4343996,-0.6028351,-14,-14,-2.6139743,-2.3157432,-5.4075074,-14,-14,-7.2392654,-14,-14,-14,-14,-14,-14,-14,-7.2671795,-14,HF
-2.9561036,-14,1.8486991,-0.9188293,-2.656355,-2.8662794,1.6579517,-1.2330499,-3.0020182,2.5863423,0.5012213,-0.08622088,-3.8953586,-3.7866766,-2.4513092,0.72446674,-0.53508466,-14,-14,-14,-1.0930185,-3.6895695,0.20045683,-0.7854049,-1.3586776,-14,-0.5109417,-14,-1.4150662,-14,-1.4916914,-4.6722775,-5.6949863,-1.0952114,-0.45012975,0.430193,-0.54010606,-14,-5.5218506,0.5177237,-14,-14,HF
-3.801997,-14,-1.8074151,-1.3300871,-2.9260335,-2.3187215,2.5010934,-1.5846803,-2.3039017,3.993915,-0.31773403,-1.2697074,-14,-14,-14,-14,-2.4297583,-14,-1.5708292,-14,-4.928404,-14,1.5604379,-3.3708465,-1.5621679,-5.138118,-0.3321132,-14,-0.24844965,-14,-3.4543421,-14,-4.466335,-0.5391987,-14,-4.428665,-14,-2.7826388,-0.42831627,0.67547166,-7.2634745,-4.8003654,HF
-4.422635,-14,-14,-14,-14,-5.4929175,-3.082136,-3.0932074,-3.4562702,-14,1.3431501,0.432187,-14,-14,-14,-14,-14,-14,-5.4194617,-14,-14,-14,0.4558147,-5.2582054,-1.593726,-14,-14,-14,0.62881523,-14,-14,-14,-14,-14,-14,-4.5057125,-14,-14,-14,-14,-4.023418,-4.5273175,HF
-4.095219,-14,0.70514774,-2.5997314,-14,-5.1583266,1.8273046,-4.2084193,-2.465393,0.6262249,0.5827901,-1.7872541,-2.0988634,-5.745708,-0.30446452,1.4727315,-3.0837104,-14,-14,-14,-1.8404478,-2.2978926,-2.4229467,-2.3020742,-0.61117214,-4.7792964,0.8458943,-14,-4.6760573,-6.110138,-0.28352234,-2.8560257,-14,-1.7985616,-4.948591,-0.41788465,-0.18816318,-14,-14,-0.8056311,-14,-5.4399543,HF
-3.5122457,-14,-14,-0.052009065,-3.2215953,-5.411373,0.50792104,-0.2811001,-1.9893398,2.0326488,0.6676452,-1.4392669,-14,-14,-14,-14,-0.99808955,-14,-14,-14,-14,-14,2.0368578,-6.6383634,-1.3861746,-3.931467,-3.5252047,-14,-0.23376209,-14,-14,-14,-3.723258,-3.1159265,-14,-6.5493345,-8.340756,-14,-1.5183207,0.25785214,-7.3886485,-8.315175,HF
-14,-14,-14,-3.7867029,-14,-14,-0.97525173,-14,-2.8795333,-1.767458,0.59263366,-0.61360145,-14,-14,-14,-3.2075026,-14,-14,-2.5439408,-14,-14,-14,-1.8743538,-4.889974,-2.4014118,-14,-14,-4.57221,-1.9618082,-14,-14,-14,-14,-14,-14,-14,-14,-4.294448,-14,-14,-3.2568703,-3.588237,HF
-5.341549,-14,-6.151213,-2.5685272,-14,-3.6800988,-0.4249383,0.05824233,-2.6062257,1.6078191,0.8305804,-0.16937494,-14,-14,-14,-14,-2.871394,-14,-4.7109513,-14,-14,-14,1.4450573,-3.1690238,-1.4217081,-14,-1.7058519,-14,-2.6874485,-14,-5.0936766,-14,-5.3384514,-2.8419242,-14,-5.111038,-5.324381,-4.2959805,-1.3777281,-0.15265073,-6.4201565,-3.3363023,HF
-4.6060305,-14,-14,-4.2864633,-14,-3.650964,-2.070729,-2.7103026,-2.907272,-14,1.4405863,-0.12975046,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-0.4519713,-4.1881065,-0.7036565,-14,-14,-14,0.9389153,-14,-3.286933,-14,-6.7721105,-14,-14,-14,-14,-5.03912,-14,-2.7759688,-5.856475,-4.610996,HF
-14,-5.631819,-4.2613525,-0.95951194,-4.5274234,-5.436754,-0.58582985,-0.61163205,-2.830666,1.9674109,0.071758606,-1.165387,-14,-14,-5.0811944,-14,-0.7328482,-14,-4.105149,-14,-14,-14,0.90592235,-3.5450394,-14,-5.494352,-3.2995882,-14,-0.809999,-6.12766,-4.31668,-14,-6.3788977,-14,-4.1903706,-6.5546527,-4.5286694,-4.5819864,-2.0715399,0.12995969,-6.6636696,-14,HF
-2.3590336,-14,2.3509872,-0.18963498,-1.5646092,-1.535837,1.230686,-5.0697165,-2.1959488,3.7528188,0.12619045,-2.33394,-14,-14,-1.4682987,-3.0699673,-3.7023242,-14,-14,-14,-5.216683,-4.333924,1.3229717,-1.304628,-2.444233,-4.0376062,-1.0157315,-5.2888093,-0.9025288,-7.2780657,-14,-6.420564,-2.7940452,-1.784994,-3.024018,-2.8747604,-2.6062458,-2.6556942,-3.5965254,-0.4246579,-6.7370024,-5.051311,HF
-1.9054348,-4.9285517,2.594881,-0.659556,-2.809425,-1.1348069,1.4994687,-2.6022894,-2.7454453,2.6577098,-0.7390391,-0.7108442,-4.786944,-14,-14,-4.0365415,-3.0973113,-14,-3.239045,-14,-5.1432476,-8.271646,1.3627719,-1.2185448,-0.97806424,-4.8966584,1.164568,-4.238129,-0.8786568,-14,-14,-5.713455,-6.366696,-0.17353414,-14,-3.168649,-14,-5.028609,-1.9470879,-0.12737118,-14,-4.7755556,HF
-2.0883799,-14,4.268068,0.12389044,-4.5227656,-1.7496808,0.8955125,-4.9607525,-2.719253,3.2083201,-0.47842988,-3.4446938,-14,-14,-4.150607,-14,-14,-14,-3.7402,-14,-5.774457,-2.4673214,0.6380463,-1.3950173,-1.3581383,-4.2333097,0.615763,-14,-1.2616767,-14,-3.2489994,-14,-4.5777235,-0.7096829,-4.2580533,-0.37295374,-2.1994765,-4.654911,-1.1709476,-0.19517523,-14,-3.2919075,HF
-4.0905623,-14,-0.70274454,-0.25359422,-14,-2.0922377,1.6263841,-2.1770349,-2.01205,2.4039536,0.6285993,-1.6450125,-14,-14,-14,-14,-2.1188548,-14,-14,-14,-14,-14,1.5928054,-4.194218,-2.7577968,-8.176967,-2.0672967,-14,-2.0120544,-14,-14,-6.210053,-5.755069,-2.2092695,-14,-4.692415,-14,-4.3364453,-1.9849598,-0.9846026,-8.056055,-14,HF
-2.728725,-14,2.1245162,-3.402176,-14,-3.836589,0.90082234,-5.2826624,-1.3600379,0.6738384,0.29314947,-1.2593482,-3.0076234,-14,-2.0380323,2.059448,-3.8817,-14,-3.0073545,-14,-2.730428,-3.6677136,-1.134612,-0.3599391,-1.6250732,-6.7791977,-0.17255585,-3.8758497,-3.802401,-14,0.48240563,-3.7665427,-14,-1.2683628,-14,0.59979564,0.23098278,-14,-14,-1.4249464,-14,-14,HF
-2.902869,-14,1.1008043,0.27891678,-1.3277568,-1.8345575,1.5914186,-1.1663387,-2.8434918,2.6381898,1.175395,-2.0037756,-14,-14,-14,-14,-1.0944179,-14,-14,-14,-4.854268,-14,1.8644274,-1.2187395,-1.603055,-14,-2.1714163,-4.773495,0.54842615,-3.5989323,-3.6673524,-14,-5.55947,-1.6698298,-3.7401638,-3.955573,-1.60765,-1.6877748,-1.3346316,0.60741735,-4.63506,-3.874876,HF
-5.0999484,-14,2.5804958,-1.3451504,-2.926897,-2.502525,1.4250617,-4.92752,-2.607028,2.2156224,0.052005697,-0.5200959,-14,-14,-2.6993077,-14,-2.1331463,-14,-2.7036543,-14,-1.9401733,-4.6473465,-0.006638712,-2.4311404,-14,-5.1107388,0.010675428,-14,-3.4119034,-5.190667,-0.39419577,-14,-7.7453895,-2.3648791,-2.253586,0.027314318,-14,-14,-2.3287401,-0.46437052,-9.010424,-5.1712756,HF
-2.1618316,-14,-1.0406957,-0.33016223,-1.8713856,-3.2030983,0.6222123,-0.13334887,-1.3215007,3.9667406,0.72717136,-1.3669661,-14,-14,-2.3108916,-14,-0.8606011,-14,-4.0963545,-14,-14,-4.857531,2.271198,-4.4881353,-1.6378709,-4.792754,-1.3372151,-14,-4.3115363,-14,-14,-14,-4.5002885,-2.3155322,-14,-6.5731263,-4.940504,-14,-1.4088732,0.9670625,-6.831835,-14,HF
-14,-14,-14,-2.4680796,-14,-3.8950064,-0.5000264,0.96714693,-3.2360868,-14,1.3798858,-0.09459521,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,0.9820042,-4.1476126,-1.7972473,-14,-14,-14,0.9534737,-14,-14,-14,-7.9034944,-14,-14,-14,-14,-14,-14,-14,-6.1429734,-14,HF
-4.592831,-14,1.5066963,0.19660585,-14,-2.0861423,2.4003534,-1.9169807,-2.2701747,2.8928425,-0.24084224,-0.5520898,-14,-14,-14,-14,-0.124918714,-14,-7.8229375,-14,-4.6109166,-3.928829,2.0674934,-4.1971955,-1.6606218,-7.856698,-14,-14,0.20305665,-14,-3.8993874,-14,-4.8023024,-0.77394885,-1.8805982,-4.8965344,-3.2512267,-14,-2.4499435,0.3528832,-5.4944777,-3.1468673,HF
-2.0619001,-14,2.947854,-2.3862352,-4.8723235,-3.7858865,1.8293136,-2.3820803,-3.8813195,2.8314989,1.1427923,-0.080238804,-3.1455681,-14,-1.0330656,-0.012046842,-1.4923955,-14,-4.626606,-14,-0.89216936,-1.1703945,-0.46530315,-1.7546333,0.33871844,-6.2357264,0.27558655,-14,-1.2433736,-14,-1.5409323,-4.6775856,-5.482567,-1.2610753,-2.7809243,0.23415512,-1.6439674,-14,-14,-0.4245098,-8.326894,-4.8424563,HF
-14,-14,-3.414184,-1.3748574,-14,-8.201999,-1.1998652,-0.4751007,-2.212379,1.482854,1.1155233,-0.8241073,-14,-14,-14,-3.7853177,-0.2745881,-14,-14,-14,-14,-14,1.7625651,-3.0188572,-1.4786578,-14,-14,-14,-1.2426035,-8.585054,-4.390852,-14,-5.0561533,-5.123167,-4.5827518,-14,-14,-14,-3.1528404,-0.2540419,-7.6972766,-14,HF
-14,-14,-3.8935945,-14,-14,-3.9691694,-1.9573454,0.8413103,-2.8412118,0.1971183,-0.052489582,-1.0562708,-14,-14,-14,-14,-4.5766106,-14,-14,-14,-14,-14,1.6883405,-2.1922388,-1.160959,-3.7120693,-14,-14,-2.5338833,-5.747801,-14,-14,-4.825244,-3.1664178,-14,-14,-14,-14,-14,-0.38948193,-6.813167,-14,HF
-2.146037,-14,-2.201831,-0.020956496,-3.9782476,-3.5906904,-0.40898818,-0.10872828,-1.378237,1.9151063,1.8636993,-0.6692036,-14,-14,-14,-14,-2.5034904,-14,-14,-14,-14,-14,1.8687228,-2.4911242,-0.75599253,-5.215572,-1.4727072,-14,0.77144563,-5.4320893,-4.042674,-14,-4.777336,-2.136066,-14,-5.5148826,-14,-2.646964,-2.0594833,1.0001826,-7.549224,-4.180949,HF
-3.81181,-14,0.36628458,0.38399416,-1.2420305,-14,1.5854839,0.19805972,-1.5165665,3.3856728,0.82302314,-2.4548545,-14,-14,-14,-14,-0.4700852,-14,-14,-14,-14,-4.0910034,2.087832,-2.2646406,-1.8924626,-5.713283,-1.0587077,-14,-0.301225,-14,-14,-14,-5.1886544,-3.1484478,-3.013938,-14,-5.2064137,-14,-1.0182004,0.6881914,-8.355531,-14,HF
-3.4431894,-14,2.0773606,-0.90898544,-3.0159268,-5.027281,-0.30745664,-4.95209,-2.9555895,1.2244916,0.8105806,-0.6743484,-2.0880132,-14,-2.0276,0.8977368,-2.3868968,-14,-14,-14,-2.2661953,-2.4934263,-1.5063511,-2.4406896,-0.29348528,-14,-0.3603746,-14,-4.2402534,-14,-1.6045752,-3.1207266,-6.572578,-1.2411585,-2.798896,-0.20758891,-1.8340639,-14,-3.5388167,-0.75266856,-14,-14,HF
-5.4024568,-14,-0.17827438,-1.5025189,-4.108988,-3.23819,0.5796935,-4.4914703,-3.3683736,1.5510076,0.7271911,-0.5085436,-2.2448888,-2.419111,-1.005997,-14,-14,-14,-14,-14,-0.79576814,-3.6835713,-0.8183191,-2.3872907,-2.43129,-14,-0.20572078,-14,-14,-14,0.1364597,-5.8919005,-14,-0.759753,-3.9225883,-0.05142123,-14,-14,-3.7683249,0.42629156,-8.759531,-14,HF
-3.553285,-14,0.19083318,-0.59750026,-2.9816575,-2.975838,1.9970418,-1.3057258,-1.9170883,3.0127575,-0.124075554,-0.43740597,-14,-14,-14,-14,-2.2801826,-14,-2.667635,-14,-4.82119,-5.4248614,1.5605761,-2.8953867,-2.5501635,-4.70479,-2.3103929,-14,-1.1777449,-14,-4.957224,-14,-4.8629766,-0.8414089,-3.6274838,-4.3942957,-14,-1.7443323,-1.2757927,0.08432009,-6.5809784,-4.3977737,HF
-3.5153594,-14,3.7407482,0.2624092,-4.2611113,-1.275777,1.3402867,-2.2383182,-3.8771422,2.351218,0.2542103,0.55474865,-14,-14,-3.4319494,-14,-1.3518641,-14,-2.576115,-14,-3.8194947,-2.8436766,1.2084299,-1.4848963,-0.8400685,-4.473131,-0.317957,-14,-0.29481807,-5.8143053,-14,-5.135917,-4.028895,-0.7705977,-3.0298069,-0.9497332,-5.236523,-4.6614957,-1.3804947,1.7284993,-7.48252,-3.4304247,HF
-14,1.0042853,-14,-14,-14,-14,0.82173055,-14,-14,-14,-0.7584681,1.8438377,-14,-14,-3.3703356,-14,-14,-14,-14,-14,-14,-14,-14,-5.359994,-1.2385972,-14,-14,-14,-3.8907714,-14,-14,-14,-14,-14,-14,-5.0424733,-14,-4.8365064,-14,-14,-14,-14,HF
-2.73609,-14,-2.4692397,-2.0162063,-3.857235,-2.862385,1.086453,-3.7032616,-3.3917203,2.2051296,0.38182846,-1.1395144,-6.2058544,-14,-2.432883,-14,-0.62447727,-14,-14,-14,-2.468793,-4.9005575,0.5786063,-3.0465693,-2.9486847,-14,-1.7155145,-14,-1.6800814,-14,-1.0598859,-6.072668,-5.0646505,-4.3764153,-2.6475112,-1.0232852,-14,-4.882441,-2.2256672,-0.5426797,-14,-4.0488043,HF
-3.5400639,-14,-1.2301264,-4.1720476,-14,-6.145567,0.6500999,-14,-2.746176,-0.20776175,-0.48296946,-1.3598447,-2.157107,-14,-0.26281524,2.8228226,-2.0918243,-14,-14,-14,-1.4798583,-3.9190664,-2.3122938,-1.3866601,-2.2980382,-5.0389485,-0.1848328,-14,-4.885247,-5.158001,0.6885305,-4.1956425,-14,-3.797056,-14,-0.29019612,-0.70709413,-14,-5.257814,-0.6946681,-14,-14,HF
-3.4257195,-14,-14,-4.639517,-14,-0.37651876,-0.7314072,-2.494711,-3.5159333,1.3419839,1.0669951,1.1949973,-14,-14,-14,-3.259945,-14,-14,-2.9093697,-14,-14,-14,0.40235198,-3.1369638,-0.50801986,-14,-3.1277394,-2.704493,-1.90775,-4.3773384,-4.032732,-14,-4.689885,-3.2144115,-14,-6.0257998,-14,-3.1577876,-3.0828457,-0.76704055,-5.0840397,-4.223634,HF
-1.8977445,-14,2.8154912,0.6471395,-1.1218388,-1.6997249,2.5656142,-1.9506154,-2.3054414,3.4057922,1.2894679,-1.3865677,-14,-14,-14,-14,-0.0633195,-14,-14,-14,-14,-14,1.7324656,-1.0076696,-1.2001077,-4.315286,-1.2740878,-4.8573675,-0.6825799,-14,-14,-14,-3.6899292,-1.300256,-14,-4.1348953,-4.705604,-1.9435614,-1.0312083,-0.014000047,-6.068681,-14,HF
-3.8237007,-14,4.0772557,0.049329966,-2.289758,-1.6370802,2.656786,-4.108258,-1.5780267,3.6208408,0.24095993,0.82510513,-14,-4.1971273,-2.4334674,-3.2671988,-0.7632929,-14,-7.322969,-14,-3.1482797,-2.3450947,1.2385571,-1.5739298,-1.8371104,-4.1323013,0.186657,-5.1429644,-1.7768401,-14,-2.2443466,-14,-7.1860704,-0.49811086,-0.875859,-1.0522151,-4.5236545,-14,-2.504436,1.3835065,-14,-14,HF
-3.6689112,-14,-14,-2.8471885,-3.5300267,-2.6663263,-2.2588813,-4.081293,-3.276467,2.0704205,0.38713652,1.6495715,-14,-14,-14,-3.9141307,-1.5410041,-14,-3.2923033,-14,-5.3402314,-3.3853087,-0.07937828,-1.5777345,-2.10068,-14,-2.864829,-14,-3.869634,-14,-14,-14,-6.2407894,-1.6555834,-14,-1.5449976,-4.855402,-14,-2.518278,-1.1391054,-5.8130403,-3.7261775,HF
-2.4540277,-14,-0.8894139,-1.829874,-3.2891579,-14,-0.31004184,-14,-1.6204451,1.0909894,-0.13900945,-0.2747403,-3.107412,-4.7285376,-1.7145401,-1.3621129,-14,-14,-14,-14,-1.6720008,-2.8742247,-1.5629921,-0.4202804,-0.7171916,-4.274348,-2.0173266,-14,-14,-14,-0.32215238,-2.7766635,-14,-1.2635956,-7.5012546,-0.95878536,-1.061926,-14,-14,0.5113935,-14,-4.398695,HF
-5.078424,-14,-14,-0.82596767,-3.9735992,-0.7679307,-1.3872427,-2.558863,-2.5878437,0.5510054,0.81427836,0.047971644,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,1.0368727,-0.015643317,-1.1500921,-14,-1.9714183,-14,-1.061896,-5.8382525,-14,-14,-4.2089977,0.22720063,-14,-14,-14,-2.695517,-2.28555,-1.844387,-4.9572163,-7.024162,HF
-14,-14,2.1242871,-1.1827674,-4.1747546,-2.8159504,1.3754666,-5.400786,-2.4573228,1.5753537,-0.44631997,-0.85305065,-14,-14,-14,-14,-4.3697824,-14,-2.8364227,-14,-3.9736211,-4.0853105,0.054851808,-3.644915,-2.234781,-14,-14,-5.533827,-14,-14,-2.2920434,-14,-5.94785,-2.3998218,-2.0160444,-0.9152544,-14,-5.1709557,-3.477582,-2.778561,-9.141433,-14,HF
-14,-14,-14,-14,-14,-4.0591865,-0.31741145,-0.26278016,-2.4419148,-1.6421062,0.36565265,-0.695533,-14,-14,-14,-3.0810208,-2.655245,-14,-14,-14,-14,-14,2.2630017,-4.260995,-2.4814079,-14,-14,-14,-0.06334549,-14,-14,-4.6938143,-14,-14,-14,-14,-14,-14,-3.725356,0.5105932,-6.6993613,-14,HF
-14,-14,1.6019446,0.7304466,-0.54876673,-0.6217855,2.601142,-4.1786847,-3.6010182,3.029936,0.37251338,-0.8176871,-14,-14,-14,-3.1078346,0.25911665,-14,-14,-14,-14,-4.091721,2.6825473,-0.8539907,-1.6401749,-2.4185061,-1.0216337,-1.8635994,0.016816495,-14,-14,-14,-2.769765,0.5408013,-3.600387,-14,-14,-2.5357094,-0.7092986,1.7187432,-5.7581697,-2.3569577,HF
-4.350881,-14,2.1816118,-0.21428187,-3.46909,-1.5722071,1.0808101,-4.193968,-1.89464,2.5418997,-0.1641027,-0.28902212,-14,-4.102051,-1.5504222,-14,-3.1219525,-14,-3.2534552,-14,-4.727843,-4.389538,0.9943833,-2.8173316,-0.8337116,-14,0.9681721,-4.9287796,-0.41636226,-14,-2.0878506,-5.1787024,-6.256677,2.98E-05,-3.1607,-0.5062604,-4.357133,-14,-2.342416,-0.32414022,-7.9234185,-14,HF
-6.3022966,-3.5688503,-14,-5.1901784,-14,-14,-0.56338084,-1.5789406,-3.4091024,-4.1101565,0.9285874,-5.377176,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-0.38498193,-3.7788086,-1.4801698,-14,-14,-3.9490716,-2.554916,-14,-14,-14,-6.8696027,-14,-14,-14,-14,-14,-14,-14,-14,-14,HF
-14,-14,-14,-2.4844677,-14,-2.6405568,-0.5481002,-0.09338926,-1.397184,2.426361,0.20303765,-2.3740358,-14,-14,-14,-14,-0.26807258,-14,-3.8892593,-14,-14,-14,1.9373779,-2.7815406,-14,-4.7335987,-3.5293503,-14,-2.7411535,-14,-14,-14,-4.075945,-2.4803944,-14,-7.6831775,-14,-14,-0.30922043,0.7193859,-7.524696,-5.533497,HF
-2.4543867,-14,0.83203596,-1.7740146,-3.4728148,-3.9654856,1.2470231,-0.2767627,-1.6752933,2.7668982,0.25766474,-3.428763,-14,-14,-14,-14,-1.4093689,-14,-1.6653243,-14,-5.7473288,-14,1.489722,-1.7568752,-1.2124656,-3.511856,-2.0917487,-14,-1.8372717,-14,-14,-14,-4.072454,-2.2246234,-2.3398104,-3.310423,-3.5837567,-2.0707512,-0.88878757,1.0198532,-6.63762,-4.249421,HF
-14,-14,-14,-4.55795,-14,-14,-3.6714532,1.0092722,-3.317518,-14,0.7750834,-2.3171349,-14,-14,-14,-14,-1.0680428,-14,-14,-14,-14,-14,1.7641453,-14,-1.2834756,-14,-14,-14,-3.9034083,-14,-14,-14,-14,-14,-14,-14,-14,-14,-3.951238,0.17697819,-7.3662705,-14,HF
-2.1436338,-14,2.3327758,0.05128389,-3.2259333,-1.9013606,1.3106256,-3.3420231,-1.7109859,3.0170066,-0.39243522,-1.6751151,-14,-14,-14,-14,-0.32940367,-14,-1.9899963,-14,-14,-14,1.4847169,-2.828477,-1.9136263,-5.2343388,-0.00148546,-14,-3.420858,-14,-14,-14,-4.188502,-0.9262073,-14,-2.548682,-14,-14,-0.84824336,1.1424576,-7.361185,-2.1715703,HF
-4.352882,-14,-3.9081979,-3.5214546,-14,-3.3592753,0.5578638,-1.0968956,-2.8932347,1.804061,0.38655394,-2.8965032,-14,-14,-14,-14,-2.0386214,-14,-14,-14,-14,-14,2.0172508,-4.2472577,-3.7558372,-14,-14,-4.395698,-2.3083177,-14,-14,-14,-5.7425895,-1.9697313,-3.9123452,-14,-14,-4.691041,-2.8974793,0.21979073,-6.0991273,-3.9193542,HF
-6.019865,-14,3.0080059,-0.82657385,-1.6514809,-1.5345576,1.2500063,-0.2614782,-1.2861421,3.2565029,0.4494851,-1.7910638,-14,-14,-14,-4.250915,-0.95508796,-14,-2.7210402,-14,-14,-14,2.4565675,-1.8459007,-0.9019299,-2.7934983,-1.174731,-14,-3.7090728,-14,-14,-14,-4.912879,-0.2068569,-14,-3.9663796,-14,-3.1157877,-2.543075,1.5468491,-14,-14,HF
-3.8319643,-14,-0.38393742,-1.858825,-3.2219708,-2.1129754,0.11092141,-4.727222,-2.0411234,1.7220759,0.2201073,-0.23855478,-4.5908175,-14,0.3038331,-2.0427363,-3.2902896,-14,-3.9419806,-14,-1.6178386,-4.6731424,-0.92655855,-1.9490453,-1.871484,-14,-1.7250112,-14,-14,-14,-1.0896139,-14,-5.0322194,-4.8253393,-2.4361103,-1.1134788,-3.3395112,-14,-3.36811,1.0566539,-14,-4.736364,HF
